id,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,statuses_count,,,
1.14E+18,Robbo1 ⭐️⭐️⭐️⭐️⭐️⭐️,robbo134139812,"Here, there and everywhere.",LFC for life. ⭐️⭐️⭐️⭐️⭐️⭐️Trying to connect with fellow LFC supporters. No politics! Don’t need the headache! Just banter and smartassedness please!,,254,302,1,Mon Jun 03 23:40:42 +0000 2019,760,,,
287860304,Bello Abdulhakim,akluger67,Nigeria,"Medical Doctor on the path of  Understanding,  Enlightenment. Seeking the True Definition of Life, Success  Απϑ Sacrifice.",,145,174,4,Mon Apr 25 20:25:42 +0000 2011,1484,,,
587599466,Bharath Gopu 🇮🇳,bgopu1973,"Mumbai, India","I am what i am not because of something,someone BUT inspite of everything,everyone. 

@dynastymuktbharat @indoianalytics",https://t.co/YXhtS9Fpek,1460,690,49,Tue May 22 17:31:52 +0000 2012,74553,,,
16671652,Rils,rilsrislan,,"Sometimes Shitposter. God/King/Lord/Deus. All opinions are my own, comments may not perfectly represent my beliefs, devil's advocacy may occur.",,173,179,2,Thu Oct 09 19:17:39 +0000 2008,7031,,,
9.90E+17,Existential Crisis Hotline 🏳️‍🌈,ecrisishotline,North America,This is an art project. Follow me to connect with people having an existential crisis and offer support. Call 1-800 488 7211 to hear a friendly voice.,https://t.co/cwmohW6jw6,1466,8,8,Thu Apr 26 22:29:08 +0000 2018,179266,,,
825289867,MeatwoodFlac,wailonsailor,"Minneapolis, MN",weaponize this gay Earth he/him/they/them very lonely ♌,https://t.co/NK8gE8k8Gg,126,1449,1,Sat Sep 15 13:44:21 +0000 2012,12031,,,
1.12E+18,GhostkillerXL,leonardoulrich1,,Yooo its ya boy ghostkillerXL ON THE TWEETS FOLLOW ME TO STAY POSTED ON VIDS,,2,41,0,Sun Apr 21 13:06:10 +0000 2019,58,,,
15633744,fuseboxradio,fuseboxradio,USA; presently in MD/DC Metro,"DJ Fusion of the syndicated FuseBox Radio Broadcast  

#Podcast & #Radio Host Since 1998/Event & Mixshow #DJ/#Photographer/#Speaker/Quality People 

#BlackRadio",https://t.co/3v1AtXa87T,7195,6228,536,Mon Jul 28 16:11:41 +0000 2008,192658,,,
3708966072,Jordan Rodriguez,jcr2194,"Mecca, CA","I'm a autistic visual artist, aspiring music composer, and writer. 
music:https://t.co/fl6o4Wx2rl
Specialize: #Scifi #Horror #Anthro #Lovecraftian",https://t.co/vNT4tS52F0,325,1100,16,Mon Sep 28 00:20:21 +0000 2015,5817,,,
8.62E+17,maryam jaafar,topcardeals2019,"Kano, Nigeria",follow me for exclusive #car deals,,812,1068,8,Tue May 09 14:31:42 +0000 2017,72791,,,
2402644559,Vasyl Palyuga,vpalyuga,US,Drive your changes,,1385,4979,109,Tue Mar 11 16:58:15 +0000 2014,82366,,,
1197325068,Olushola Olufolabi,olushola_shola,Nigeria,"l am still 💯%
OBIdiently
ATIKUlated",,43653,12611,22,Tue Feb 19 14:14:01 +0000 2013,21699,,,
374566029,Yolande Makolo 🇷🇼,yolandemakolo,#YCA19 youthconnektafrica.org,"Rwandans have endured too many extreme challenges to not learn lessons, to not be inspired, to not be pushed to do even the seemingly impossible. #TeamPK",https://t.co/bfKOFZyOav,62057,3059,94,Fri Sep 16 14:55:38 +0000 2011,15119,,,
1.12E+18,Joe Njarakad,jnjarakad,"Cochin, India",Born in a Syrian Christian family... Practicing Hindu.. . Right of center capitalist. Concerned about environment.Chasing the 🐇,,24,381,0,Thu Apr 18 16:31:57 +0000 2019,1804,,,
96010006,atwolf,atwolf,Work,"Works in Infosec. Just a little Paranoid. Wears a Tinfoil Hat. CTF's are fun. Opinions are my own and not the views of my employer.
@atwolf@infosec.exchange",,267,152,31,Thu Dec 10 23:33:16 +0000 2009,598,,,
7.85E+17,Sign Languages 🤙,strangetheori,itsrelate@gmail.com ,A sign languages images videos to learning resources. We don't own any content. *Dm✉us for credits and removals* You can submit pics and vids here 👇👇,,276780,51,257,Sun Oct 09 13:51:12 +0000 2016,745,,,
8.51E+17,Ruby ♡,angelrubyangel1,United States,,,123,245,0,Sun Apr 09 08:34:08 +0000 2017,760,,,
7.44E+17,horror angle,angleperea,"California, USA","25 He/Him // Would-Be Producer // Real Life Muppet //
//Professional Wiseguy // https://t.co/c4PetD26E9     https://t.co/OPROw2OzLo",,81,463,4,Fri Jun 17 11:02:56 +0000 2016,23443,,,
105066283,Mark Burge,markeburge,"Champlain Heights, Vancouver BC","Stagehand, Lighting Designer, Scouter & recipient of a speeding ticket while winning the Kitsilano Soap Box Derby three times",https://t.co/yn6t9y0sJl,641,295,73,Fri Jan 15 07:27:04 +0000 2010,33002,,,
2341141122,UAW Autoworker for Trump,tinyweenee,"Indiana, USA",,,704,1144,3,Thu Feb 13 00:42:37 +0000 2014,6819,,,
8.42E+17,OP Account,opaccount1,Georgia,,,4,44,0,Thu Mar 16 19:48:24 +0000 2017,1770,,,
1.19E+18,Youthaddicted.,youthaddicted1,"Abuja, Nigeria",Convener; Youth Alive African .Speaker/ Trainer. Entrepreneur .Father. Lover Of Children. A Positive influence. Follow back.,,14,73,0,Mon Oct 21 15:32:07 +0000 2019,96,,,
8.24E+17,Maroa Range,rangemaroa,"Dar es Salaam, Tanzania","Huduma Communications, Project Planning, Digital Marketing @hudumapr",,309,1700,3,Mon Jan 23 13:31:15 +0000 2017,1316,,,
3403327349,CyberSurfer2050,2050cybersurfer,,,,5135,5135,6,Tue Aug 04 21:43:11 +0000 2015,25359,,,
8.46E+17,TotaIIyamazings,totaiiyamazings,worldwide,stop focusing on how stressed you are remembers how blessd you are...,,284838,135,635,Sun Mar 26 16:46:52 +0000 2017,4653,,,
7.23E+17,TL,tundela99331239,"Abuja, Nigeria","social crusader, activist and above all Godfearing!!!",,864,1242,2,Fri Apr 22 05:24:27 +0000 2016,58266,,,
230387149,NaMo_2024,thiru_0914,Bharat,"धर्म हिंसा तथैव च:
Mandir Wahin Banayenge!
Ex-Trichy District BJP Propaganda Wing Secretary",,885,375,32,Sat Dec 25 08:26:32 +0000 2010,74074,,,
8.14E+17,MAGA🦅KAG Lisa 🇺🇸,magalisahartz,"Kansas, USA","Trump2020🃏, Military Mom/daughter💞 Pro-GOD, LEO, USA, NRA, Voter ID, Constitutional Conservative 🙏🏻🇺🇸🦅🗽🔜⚖️",,11781,10250,18,Wed Dec 28 03:59:49 +0000 2016,214500,,,
7.73E+17,SOPHIE A. | Y3S1 #DontStopTheParty,sophiedotedu,"Selangor, Malaysia","Final year game design student! Lead Designer & Project Manager of #DontStopTheParty by @talktoavalon, coming 2020! // icon by @nieniekoto",https://t.co/aXwfm2mupa,64,97,1,Mon Sep 05 01:28:37 +0000 2016,2734,,,
57687355,Andy Wilson,andybwilson,"Leighton Buzzard, England",,,419,700,40,Fri Jul 17 16:32:10 +0000 2009,19304,,,
3049629664,Emmanuel Uwitonze 🇷🇼,euwitonze2000,Rwanda,"WASAC Ltd. || When you are doing the right thing, fear gives way to courage and determination.
President Paul KAGAME.||
             ||🇷🇼 PK My Choice! 🇷🇼||",https://t.co/ne0AxMvaUf,987,2688,2,Sat Feb 21 12:30:04 +0000 2015,18340,,,
8.16E+17,Poemsdeps,poemsdeps,Worldwide,Sharing quotes excerpts and poetry mostly found online,,328086,71,1042,Tue Jan 03 01:47:05 +0000 2017,4458,,,
3496995853,B ka Ndiweni,ndiweni_blessed,S.A,"Human rights activist, Sociologist, Clinical psychologist, business man, a father and a husband",,941,494,9,Tue Sep 08 21:04:15 +0000 2015,24229,,,
43140080,Versace Home Nigeria,bhummie,Nigeria,"Charming, sexy, confident.",,2232,3413,5,Thu May 28 16:16:41 +0000 2009,23560,,,
1.01E+18,teslainvernon,teslainvernon,"Vernon, British Columbia","❤️ EVs, clean energy and reducing burning of fossil fuels. If you have Tesla questions feel free to reach out.",,1352,1228,11,Thu Jun 14 19:01:48 +0000 2018,9039,,,
1.11E+18,Foggy_echoes.000,foggyechoes000,Japan_❄️KitaQ-City🌲Fukuoka,"ただいま熟睡中.....z....zzz....(宅内観察中...黙れ!!カス---via:TETSUO) 基本的に、非公開中🍏🍎
@Air_landscape_X

@bluespec1497992

@tripsky0x",,115,2783,2,Mon Apr 01 18:24:19 +0000 2019,5560,,,
8.67E+17,Deep quotes,deep_quo,Worldwide,"can't you medicate a broken heart?
make your tragedies a work of art.",,147750,504,355,Wed May 24 16:55:01 +0000 2017,106,,,
1.12E+18,GhostkillerXL,leonardoulrich1,,Yooo its ya boy ghostkillerXL ON THE TWEETS FOLLOW ME TO STAY POSTED ON VIDS,,2,41,0,Sun Apr 21 13:06:10 +0000 2019,61,,,
1.18E+18,patriot,patriot97819054,,,,1,11,0,Thu Oct 10 18:06:35 +0000 2019,360,,,
1.13E+18,its your girl jen,calamityjenova,,im that bitch 👩🏻🧛🏻‍♀️🏳️‍🌈☄️,,7,62,0,Thu May 09 00:33:25 +0000 2019,1025,,,
1.18E+18,حمدي قنديل,shtaly2,,‏الحياة,,0,2,1,Sun Oct 06 00:12:27 +0000 2019,169,,,
1.08E+18,Peace,anashepeace,Republic of Mozambique,Zimbabwean in Exile,,71,53,0,Tue Jan 01 04:07:59 +0000 2019,1303,,,
7.79E+17,Amazon.in Deals,amzn_in_deals,India,Follow Up Getting Latest Deals Amazon India  Join & Shop,https://t.co/E7PwGrVSVS,7182,7308,5,Fri Sep 23 09:29:45 +0000 2016,44705,,,
381557370,skunky Nigeria,mobowei,,collector of brilliant minds,,118,138,0,Wed Sep 28 14:53:07 +0000 2011,3192,,,
9.10E+17,7ombiequeen,7ombiequeen,,Austrian Webcomic Artist,https://t.co/7Ojoz37OEs,101,217,0,Mon Sep 18 08:51:02 +0000 2017,4684,,,
9.95E+17,Yukon Strong,yukon_strong,"Whitehorse, Yukon",Photographer & Guide in The Yukon Wilderness.,https://t.co/C9KJbEIjWf,3028,371,4,Fri May 11 17:13:24 +0000 2018,3970,,,
9.53E+17,Mark Lindsey 🌊🆘🍑,codingmark,"Bay Area, CA, USA",#Resist⚖🆘 #Vote🗳 #LGBTQ🏳️‍🌈 #Equality🏛 #BlackLivesMatter #MeToo #NoRA🔫 #SupportOurVets🇺🇸 #ImpeachTrump🤑 #Tesla⚡ #P3D😎 #FSD🤖🚕,,5210,5333,13,Mon Jan 15 04:12:45 +0000 2018,25376,,,
241334342,Fantasy Gifts: Art Online,fantasysite, United States,"The Online Art Gift Gallery: Action Figures, Art, Fantasy Gifts, Fashion, SI-FI, Horror, Toys, Comics, Fantasy Art Gifts  Music, Book Resources https://t.co/mVAUM7Knxh",https://t.co/Xc2tLakwzo,33695,15530,898,Sat Jan 22 01:01:14 +0000 2011,2749793,,,
480875170,VonVictor V. Rosenchild,rosenchild,"New York, NY","@HubBucket #Founder, #Chairman, #President and #CEO | Former #CTO #CIO #CISO | Former University #ComputerScience Instructor | U.S. Navy #Cryptology #Veteran",https://t.co/IfmRw6A67P,11374,6898,2631,Thu Feb 02 01:05:50 +0000 2012,569728,,,
364449397,Deborah Griffith,griffithhealth,"Invermere, BC","Introducing a new way of staying healthy, and making money. 25 yrs in environmental education, 7 yrs  Nikken Independent consultant,",http://t.co/l4yMNgcn5b,74,152,2,Mon Aug 29 19:53:06 +0000 2011,2794,,,
277271468,BigTalkMoney,bigtalkmoney,The Big Place,"You can read my twit, but if you win or lose money in stock market base on my twit, then it is your twitty fault, not mine.",http://t.co/7K0KPDbP6k,20,0,0,Tue Apr 05 01:32:48 +0000 2011,3224,,,
2595479916,NormaJean Bertrand,jeanniebee61,"Central Valley, CA, USA",Helping you create your Third Act...,http://t.co/3h3JxMYN7U,10313,11104,300,Mon Jun 30 00:08:04 +0000 2014,45134,,,
70063980,Shreik ant h,shreikanth,In Dumeel & anti national,Vaishnavite MahaPeriyava devotee. DataScience & BigData professional . Modiji Bhakth Amit ji Fan.Honoured 2 B Followed by officeofPiyush ji. Hinduism my life,,1341,1484,3,Sun Aug 30 06:07:22 +0000 2009,17880,,,
1293782659,Richie Oaruma 美,amuraovonn,Republic of the Philippines,`Gonna Know Us being your Self 5'6 “Moody”shy type 👬🏃 MCMXCVI,https://t.co/eHC3AOjncP,1628,1639,192,Sun Mar 24 05:44:40 +0000 2013,400216,,,
1.01E+18,ʞɐnƃǝʇɥǝ ʍɐ ɯbnƃnɐ 🐜🇰🇪™,kangethe_mb,"Nairobi, Kenya - Super City",Captain Thuraku 🐜 unapologetic right wing capitalist,https://t.co/iMgdaQbhTN,1599,44,2,Sat Jun 23 08:02:41 +0000 2018,15528,,,
118842117,Mister Don,mrdonfrances,"California, USA","This land is your land, this land is my land.",https://t.co/MNtAOJBOjR,710,3305,83,Mon Mar 01 22:28:14 +0000 2010,9473,,,
37606666,𝕂𝕚𝕥𝕥𝕪,zinzielynne,"Washington, DC","“there’s a thousand you’s, there’s only one of me”",,1397,478,12,Mon May 04 05:59:29 +0000 2009,137879,,,
1.19E+18,↪PH introvert,knndy_xx,,"CFC💙 • RSU📚 • btw, it's 4:20 over here🍃",,284,375,0,Sat Oct 19 21:43:05 +0000 2019,2141,,,
2854919725,Tali,neftaligalarza_,"Oasis, CA",,,255,386,2,Mon Oct 13 22:31:44 +0000 2014,1281,,,
18580999,Christine Miller,realmom1,inland empire,Tech coach and teacher. GAFE admin,http://t.co/hjNpxN8izh,51,198,1,Sat Jan 03 15:53:10 +0000 2009,344,,,
376538027,Joseph Crisan,josephcrisan,,I'm a 29 year old car enthusiast.,https://t.co/BgRB3N4grt,72,337,1,Tue Sep 20 02:06:05 +0000 2011,344,,,
35723365,kenth omoregie,kenstine,"London, England",🇬🇧🇺🇸🇪🇸🇳🇬,,211,190,0,Mon Apr 27 11:52:29 +0000 2009,4204,,,
456489877,Mr. C,sechanakira,"Mashonaland East, Zimbabwe",import { Shingirai } from Zimbabwe;,https://t.co/HhrFGOCRj8,908,1163,45,Fri Jan 06 09:26:07 +0000 2012,14896,,,
739393122,Srinivasan Sriram 🇮🇳,ssrpillai,India,"Always #INDIA first ! Tweets not endorsements. For forecasts, pls follow and DM.",,298,437,90,Sun Aug 05 22:57:33 +0000 2012,27716,,,
532435787,Wiper,t_wiper74,"Ottawa, Ontario",CU Alumni | Red Wings | Tigers/Tribe | UofM | Suns | Buccs | Surfing fanatic,,281,471,2,Wed Mar 21 18:09:46 +0000 2012,21838,,,
1.12E+18,Fela's Son,slimteeix,Nigeria,#FelaLives #PanAfrikan #BlackPower #Sanguine #Witty #PoliticallyIncorrect,,988,451,1,Sun Apr 21 12:31:36 +0000 2019,54997,,,
2221986284,Gerald Pilcher,gedespi,"Manchester, England",Gerald Pilcher I specialize in living life to the full and helping out where ever I can.,,10385,10122,2409,Fri Nov 29 20:24:04 +0000 2013,477237,,,
347403261,anne #VoteLabour,annehoughton17,Edinburgh,"WASPI lady, keen gardener and supporter of the underdog. Enjoys protesting!",,72,389,0,Tue Aug 02 19:03:08 +0000 2011,21345,,,
1.03E+18,The Driven,thedriven_io,Australia,"Welcome to Australia’s premier website for news and analysis about  electric vehicles, and the transition to zero carbon, and quite possibly shared transport.",https://t.co/InchqPrB0A,1023,79,26,Mon Aug 27 04:03:34 +0000 2018,1781,,,
9.04E+17,Moses Grelly,mgrelly,"Nairobi, Kenya",Human rights Watch,,469,266,0,Sun Sep 03 12:43:13 +0000 2017,8106,,,
90606511,কে এস এম 🇮🇳 Iyer,ksmsundaram1975,"Mumbai, India","कह दो उनसे झुके अगर तो जग में यश पाएंगे, अड़े रहे तो ऐरावत पत्तों से बह जाएंगे - दिनकर (समर शेष है)
#TestCricket #BJP #NaMo",,2942,930,92,Tue Nov 17 10:58:07 +0000 2009,302132,,,
1.10E+18,Buy Sell Rent Biz,buysellrentbiz,,#Buy #Sell #Rent #Biz,,332,4086,2,Sat Feb 16 11:46:55 +0000 2019,5135,,,
7.51E+17,wifey,sandraidris3,,amala is bae,,683,555,0,Thu Jul 07 02:43:39 +0000 2016,2338,,,
2750370495,Rosanna Morales,rosannafreedom1,Derechos Humanos,Cta Personal • Hija • Madre • Esposa • Escritora • Licda. en Derecho y Ciencias Políticas • Proyecto @RosannaDiputada • Fundadora @DUmovimiento,https://t.co/XEdBUXCRsS,12169,11682,386,Sat Aug 23 07:52:03 +0000 2014,202222,,,
340359774,Abel Salama 🇰🇪,name256,"Nairobi, Kenya",Software Engineer.,,1423,4271,2,Fri Jul 22 15:36:13 +0000 2011,3057,,,
3241179358,Peta-Anne Baker,pa13baker,Jamaica🇯🇲,Journeying thru changes&transitions #BlackWoman of #Faith; Emerging #Contemplative Artist Professional  #socialworker #LifelongLearner RT =/= endorsement,,650,361,42,Thu May 07 22:08:51 +0000 2015,19556,,,
1.19E+18,EV Uprising,theevuprising,,"The EV uprising is coming, whether you are ready for it or not. ⚡️⚡️",,2,67,0,Thu Oct 31 02:11:10 +0000 2019,9,,,
1.19E+18,EV Uprising,theevuprising,,"The EV uprising is coming, whether you are ready for it or not. ⚡️⚡️",,2,67,0,Thu Oct 31 02:11:10 +0000 2019,9,,,
1180518385,Vee,vicktorr_,,,,1053,606,20,Thu Feb 14 22:45:06 +0000 2013,163170,,,
7.20E+17,aluya prince,aaluyaprince,,,,48,1207,0,Tue Apr 12 11:39:46 +0000 2016,271,,,
1608811939,Experts & Agency 🇩🇪,agencyexperts,Dubai,Real Estate in UAE - بيع وشراء العقارات في الامارات 🏛️,https://t.co/YOXjhUYxvQ,1411,2935,4,Sat Jul 20 18:29:03 +0000 2013,3407,,,
1.01E+18,Ntate_Abza,phile_h,Mankayane,Not yet uhuru!,,204,326,0,Sat Jun 30 05:29:16 +0000 2018,6103,,,
15504336,"Iris Mack, PhD, EMBA",iris_mack,"New Orleans, LA","@mathliteracy, @financialliteracy, @mathgeek, @derivativestrader",https://t.co/5gJWlIHLd0,6711,1327,18,Sun Jul 20 18:21:43 +0000 2008,24402,,,
1540598796,Claire Fitzgerald,clairefitz74,,"Loves: TWD, Originality, Quirkiness, the NHS, laughter, sunshine, happiness, freedom, equality, music, justice, cake and all things glittery and sparkly.",,756,1433,2,Sun Jun 23 10:05:23 +0000 2013,2974,,,
904699501,Car Detailing Phx,detailingphx,"Phoenix, AZ","We offer Window Tinting, Auto Glass Repair, Windshield Replacement and Mobile Auto Detailing. We have 30 years of outstanding customer service.",https://t.co/WPSwvHOWJL,6,33,0,Thu Oct 25 21:18:32 +0000 2012,834,,,
1079911297,EcoInternet,ecointernetdrgb,"New York, NY",#Environment #Climate 24/7 by Dr Glen Barry using #DataScience | #Forest #Ocean #Water #Science #Ecology #Indigenous #HumanRights #Trafficking #Space #XR #Peace,https://t.co/SpwoPu9lmw,30952,23897,420,Fri Jan 11 14:43:30 +0000 2013,800868,,,
1.08E+18,reZy 🎃,rezykm,United States,Geometry Dash professional lol 🇸🇻 🍕,https://t.co/HffQa8IwVk,70,86,1,Sun Dec 23 02:00:17 +0000 2018,11028,,,
328957518,autoX,autox,New Delhi,"Fuelled by passionate motoring junkies & expert auto journalists, autoX magazine brings alive excitement & thrill in its content. This is where the fun begins.",,28185,364,111,Mon Jul 04 09:58:04 +0000 2011,21639,,,
581578172,Manners Maketh Man...💫,lawrenceadeyemo,somewhere on planet Earth,"Jack of many trades, amateur in most",,419,317,3,Wed May 16 06:28:26 +0000 2012,4056,,,
1.15E+18,edward,its_bedward,"Los Angeles, CA",Yeimi Karina 🥺❤️,,16,20,0,Sun Jul 07 06:11:16 +0000 2019,1145,,,
693193,David Li,taweili,"Shenzhen, China","Co-founder of Hacked Matter, Maker Collider and Shenzhen Open Innovation Lab.",https://t.co/rSW1yxYDcF,4889,4158,250,Wed Jan 24 12:09:40 +0000 2007,21342,,,
2951027582,💧🌏 Prof Matt Haggis 🖤,matthaggis666,,"Professor, author. Someone said there'd be snacks on Twitter? Don’t follow me because I don’t even know where I’m going.",,1223,37,37,Mon Dec 29 22:36:49 +0000 2014,54002,,,
1.16E+18,Shyam,shyamdr1,,"धर्म एव हतो हन्ति धर्मो रक्षति रक्षितः
तस्- माद्धर्मो न हन्तव्यः मानो धर्मो हतोवधीत्",,33,422,0,Sat Aug 03 13:40:57 +0000 2019,5591,,,
2467160324,Perfect Animals,adorabieanimal,,Providing the most adorable pictures and clips of all adorable animals around the world. | We  own not content posted| all credit goes to respected owners.,,405545,189901,1232,Mon Apr 28 03:46:15 +0000 2014,18515,,,
100272410,SAMARJEET NARAYAN,samarjeet_n,"189, Cooperative Colony,Bokaro","Rtd Steel Plant Engineer
35 yrs Experience
Enjoy visiting All Over Our Beautiful INDIA
Living Since1967 in Bokaro Steel City

RT is not an endorsement",,81510,29973,113,Tue Dec 29 17:13:23 +0000 2009,476295,,,
9.56E+17,Pro-Billet Torque Converters,proconverters,"Chicago, IL",......... Designer and Manufacturer of ......... “America’s Favorite Torque Converters™” Proudly made in the USA🇺🇸,https://t.co/g962OYDiCA,20310,21662,85,Thu Jan 25 05:40:55 +0000 2018,2711,,,
170631415,Yemi Sadiq,yemmysadiq,"Lagos, Nigeria","Strategy & Business Advisory Consultant. Loving💏 husband, caring 👪 man, researching📚 & writing📖✍ 24/7⌚. Takes life 50🌗50! Wants peace 🌿 for all.",,249,2499,0,Sun Jul 25 09:55:18 +0000 2010,569,,,
9.41E+17,Wojtek,wojtek93401130,"Lower Silesia, Poland","🇵🇱 🇺🇸 🇫🇷 Unapologetic right-wing voter.  Politics, international relations, literature. Father and husband. Ardently pro-life. Vulgarisms welcome.",,1599,1902,2,Thu Dec 14 09:08:03 +0000 2017,21390,,,
7.46E+17,Mihir Manek,mihirmanek1982,"Mumbai, India",Male,https://t.co/pIptKpjA0x,23,146,0,Wed Jun 22 13:05:50 +0000 2016,80,,,
2249742835,Joe Rowe,buildwithjoe,"Portland, OR","#AbolishFascists  Oregon. Parent, Teacher, Volunteer, Activist to Make Heath Care a human right and bring rent control and a halt no cause evictions",https://t.co/VM7o59CeGh,628,1601,21,Tue Dec 17 03:34:49 +0000 2013,9246,,,
1465584632,👻 Spoooooooky Nooooooosh 🕷🕸,anooshinthesun,"Sacramento area, CA","Writer, activist, inclusion & equity consultant. Parenting, immigration, LGBTQ+, racial justice. IntersectionalAF. Tweets are my own. She/They #binders",,1016,2496,42,Tue May 28 20:10:05 +0000 2013,7807,,,
1.05E+18,Daniel Chavez,dannysunspark,Nowhere Land,"Polyglot. Polymath. Religious Studies & English major. Scholar, Linguist, Computer Scientist. @asuEnglish @ASU_SHPRS Editor in Chief @worldtreeblog #AI",https://t.co/LNLCNfWDza,100,1608,2,Sat Oct 13 16:40:18 +0000 2018,5230,,,
1.10E+18,para natalie activity 😈,thedigimonmovie,toronto ,"illustrator, designer, and storyteller 🍃🙊✨ bring pomelo to the monkey bebe (me) 🌝🥀🐒 they/them 🤠 website 👇🏼",https://t.co/x7j1pRJtXb,92,118,1,Mon Feb 25 19:05:01 +0000 2019,2534,,,
883930212,Kim Lazenby,geekcollage,,"A Well-rounded Nerd. I'm a Christian. My eclectic obsessions include Music, the SCA, tech, Books, Movies, History, Comics, Asian Dramas, & Kpop. #ImpeachDotard",https://t.co/DCEtlr5oQK,444,321,11,Tue Oct 16 07:33:48 +0000 2012,51351,,,
3181136408,T J,deadcow48,,,,1075,1999,98,Fri May 01 01:10:13 +0000 2015,252925,,,
9.80E+17,Pre-Fix Body Fuel,prefixbodyfuel,,Coming soonish,,877,1206,0,Sat Mar 31 16:28:59 +0000 2018,5813,,,
8.16E+17,Poemsdeps,poemsdeps,Worldwide,Sharing quotes excerpts and poetry mostly found online,,328086,71,1041,Tue Jan 03 01:47:05 +0000 2017,4458,,,
216673824,Petrosky,marcovick,Guayaquil-Ecuador,,,214,560,3,Wed Nov 17 12:21:25 +0000 2010,17570,,,
835039508,Alexandre Gignoux,alexgignoux,,High interest for 🚀 🛰 ✈️ 🚗 ⚡️ #Marketing #Digital #Aerospace #Automotive #Robot #Robotic #Mobility #IoT #LaserWelding #Tech,https://t.co/9CUDhuIZ6v,1815,1868,249,Thu Sep 20 07:55:22 +0000 2012,4611,,,
4379739974,Mark McCune,marklmccune,,"Husband, father, grandfather, member of The Church of Jesus Christ of #LatterdaySaints, #BYU fan, musician",,109,155,4,Fri Nov 27 17:40:06 +0000 2015,3978,,,
9.11E+17,Smashaholic,smash_a_holic,in a book.,I love reading fantasy books I get through Smashwords,,1693,5001,16,Fri Sep 22 11:43:02 +0000 2017,17108,,,
1639780699,MurphyMwanga,murphymwanga,Kinshasa,"Médecin, Infor. ds le NTIC, passionné pour l'éveil de la RDC et de l'Afrique, volontaire dans pl ONGs pour le développement social et sanitaire...",,941,726,6,Fri Aug 02 06:27:10 +0000 2013,6031,,,
8619542,GO #boomerpower,leftboomer,Sydney,"Education. Four languages, keen on travel, little bit crafty and collector of retrovintage stuff.",,3187,4963,459,Mon Sep 03 08:05:57 +0000 2007,215636,,,
490239498,DJ,danialjaafar,"Taiping , Perak",Instagram : danial_jaafar,,713,249,26,Sun Feb 12 10:54:39 +0000 2012,68879,,,
457591575,Viswanth.B.H.,viswas2all,AndhraPradesh,You can find me at http://t.co/pB1DvdqAda,http://t.co/EAcT1ciOu6,200,651,0,Sat Jan 07 15:55:47 +0000 2012,5894,,,
7.92E+17,Orlyusa@aol.com,orlyusaaolcom1,,,https://t.co/X1XOVK0pji,53,218,0,Thu Oct 27 20:52:56 +0000 2016,4168,,,
1.18E+18,DHA mullay,dhamullay,,Procurement officer,,2,43,0,Tue Oct 08 06:48:41 +0000 2019,61,,,
999699732,Jacqueline Murray,jacquel30959898,,,,296,866,16,Sun Dec 09 17:10:24 +0000 2012,13779,,,
1604986956,ashley,justashleylove1,France ,"there are always new beginnings,🇪🇺🇫🇷",,3858,3596,95,Fri Jul 19 04:00:34 +0000 2013,70940,,,
1639780699,MurphyMwanga,murphymwanga,Kinshasa,"Médecin, Infor. ds le NTIC, passionné pour l'éveil de la RDC et de l'Afrique, volontaire dans pl ONGs pour le développement social et sanitaire...",,941,726,6,Fri Aug 02 06:27:10 +0000 2013,6033,,,
1.11E+18,SportMotive,thesportmotive,,"because sports, and cars...",,33,103,0,Sun Apr 07 17:59:56 +0000 2019,2649,,,
1647036440,Sydney,boppsydney,,"Talent is God given, Be humble. Fame is man-given, Be grateful. Conceit is self-given, Be careful.",,338,319,0,Mon Aug 05 06:03:42 +0000 2013,1169,,,
1.05E+18,Rith_ jnr,rithayor,"Lagos, Nigeria",A vlogger/youtuber💻//RITH GOAL my youtube channel📡.wizkid brother/ No1barca fan/keep trying never give up💪..Stay strong/IG account Rith_jnr ..One love💚 w,https://t.co/I6hE416Aeh,1413,210,0,Wed Oct 03 08:17:54 +0000 2018,9839,,,
50989414,Paresh,ps62,Incredible India!,Senior professional. Avid reader. Sports fan.,,182,876,18,Fri Jun 26 09:20:06 +0000 2009,9974,,,
3040190255,🇮🇳🇮🇳🇮🇳💪💪💪💪,venketeshrr,Earth,PhD Max Planck Inst. for Biophys. Chem/U. Göttingen | Mol. Biophys. | Computational Biol. | Astrophysics | Math. Fin. | Supercomputing | Algo Trading,,1006,186,4,Mon Feb 16 04:20:42 +0000 2015,49126,,,
777795366,Paul Cooke,paulsoutlook,Earth,"Successful change project manager, really quite good at getting things done - search TechNet UK Windows 7 migration expert found",,848,1565,20,Fri Aug 24 09:30:54 +0000 2012,34557,,,
480875170,VonVictor V. Rosenchild,rosenchild,"New York, NY","@HubBucket #Founder, #Chairman, #President and #CEO | Former #CTO #CIO #CISO | Former University #ComputerScience Instructor | U.S. Navy #Cryptology #Veteran",https://t.co/IfmRw6A67P,11374,6898,2631,Thu Feb 02 01:05:50 +0000 2012,569754,,,
